CN201720065884.8,1,0.008196721,0.032258065,0,0,0,0,0.5,0,0.2,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.012295082,0.111111111,0,0,1
CN201720064923.2,1,0.01147541,0.043010753,0,0,,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.024590164,0.111111111,0,0,1
CN201621485510.3,1,0.008196721,0.032258065,0,0,0,0,0.5,0,0.133333333,0.2,0.2,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.012295082,0.518518519,0,0,1
CN201620145718.4,1,0.009836066,0.032258065,0,0,0,0,0.5,0,0.2,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0.020491803,0,0,0,0.6
CN201510855653.2,1,0.02295082,0,0,0.333333333,0.444444444,0,1,1,0.2,0.2,0.4,0,0,0,0,0,0.111111111,0.25,0.4,0.928571429,0,0.040983607,0.111111111,0,0,1
CN201610293430.6,1,0.01147541,0,0,0.25,0.333333333,0,1,1,0,0,0,0,0,0,0,0,0,0.166666667,0.2,1,0,0.028688525,0,0,0,1
CN201380030061.6,1,0.093442623,0.043010753,0,0.5,0.111111111,0.416666667,1,1,0.133333333,0.2,0.4,0.015625,0.047619048,1,0,0,0.222222222,0.333333333,0.4,0.857142857,1,0.229508197,0.111111111,0,0,1
CN201310589856.2,1,0.02295082,0.032258065,0.125,0.25,0.333333333,0,1,1,0,0,0,0,0,0,0,0,0.222222222,0.333333333,0.6,0.857142857,0,0.040983607,0.148148148,0,0,1
CN201410822442.4,1,0.016393443,0.021505376,0.125,0.25,0.333333333,0,1,1,0.4,0.2,0.6,0,0,0,0,0,0,0.166666667,0.2,0.928571429,0,0.024590164,0.111111111,0.333333333,0,1
CN201520226125.6,1,0.01147541,0.032258065,0,0,0,0,0.5,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0.214285714,0,0.024590164,0.074074074,0,0,1
CN201420811092.7,1,0.018032787,0.075268817,0,0,0,0,0.5,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.053278689,0.037037037,0,0,1
CN201510167228.4,1,0.013114754,0.064516129,0,0.416666667,0.444444444,0.083333333,1,1,0,0,0,0,0,0,0,0,0,0.166666667,0.4,0.928571429,0,0.004098361,0.111111111,0,0,1
CN201410794655.0,1,0.021311475,0.086021505,0,0.666666667,0.888888889,0,1,1,0.066666667,0,0,0,0,0,0,0,0,0.25,0.6,0.857142857,0,0.057377049,0.037037037,0,0,1
CN201510050768.4,1,0.018032787,0,0.125,0.25,0.222222222,0.083333333,1,1,0.133333333,0,0.2,0,0,0,0,0,0,0.166666667,0.4,0.928571429,0,0.040983607,0.111111111,0,0.333333333,1
CN201410771449.8,1,0.018032787,0,0.125,0.083333333,0.111111111,0,1,1,0.333333333,0.4,0.6,0,0,0,0,0,0,0.083333333,0,0.928571429,0,0.028688525,0,0,0,1
CN201510604291.X,1,0.024590164,0.021505376,0,0.333333333,0.444444444,0,1,1,0.2,0,0,0,0,0,0,0,0,0.166666667,0.4,1,0,0.040983607,0,0,0,1
CN201280031188.5,1,0.047540984,0.182795699,0.25,0.333333333,0,0.333333333,1,1,0.333333333,0.2,0.4,0.140625,0.214285714,1,1,1,0.222222222,0.25,0.4,0.714285714,1,0.045081967,0.185185185,0.333333333,0.333333333,1
CN201210486619.9,1,0.059016393,0.096774194,0.5,0.416666667,0.222222222,0.25,1,1,0.933333333,0.2,0.4,0,0,1,1,0,0.222222222,0.416666667,0.6,0.714285714,0,0.040983607,0.111111111,0,0,1
CN201180020099.6,1,0.285245902,0.247311828,0.25,0.25,0.333333333,0,1,1,0.066666667,0.2,0.2,0.359375,0.30952381,0,0,1,0.333333333,0.583333333,0.8,0.785714286,1,0.086065574,0.185185185,0.333333333,0,1
CN201410114646.2,1,0.07704918,0.107526882,0,0.25,0.222222222,0.083333333,1,1,0.333333333,0.4,0.6,0.0625,0.095238095,0,0,0,0.111111111,0.25,0.4,0.785714286,1,0.040983607,0.074074074,0,0,1
CN201310436201.1,1,0.01147541,0.053763441,0.25,0.25,0.222222222,0.083333333,1,1,0,0,0,0,0,0,0,0,0.111111111,0.166666667,0.4,0.785714286,0,0.024590164,0,0.333333333,0,1
CN201310320965.4,1,0.044262295,0.129032258,0.125,0.166666667,0.111111111,0.083333333,1,1,0.466666667,0.4,0.6,0,0,1,0,0,0.111111111,0.25,0.4,0.857142857,1,0.06557377,0.037037037,0,0.333333333,1
CN201280053488.3,1,0.221311475,0,0.125,0.166666667,0,0.166666667,1,1,0.6,0.2,0.4,0.53125,0.714285714,0,0,1,0.222222222,0.333333333,0.4,0.928571429,1,0.139344262,0.148148148,0,0,0.6
CN201280038931.X,1,0.068852459,0.021505376,0.25,0.166666667,0,0.166666667,1,1,0.2,0.2,0.4,0.078125,0.119047619,0,0,1,0.222222222,0.333333333,0.4,0.785714286,1,0.106557377,0.222222222,0,0,1
CN201280026418.9,1,0.142622951,0,0,0.25,0,0.25,1,1,0.866666667,0.2,0.4,0.171875,0.142857143,0,0,1,0.222222222,0.416666667,0.6,0.928571429,1,0.090163934,0.037037037,0,0,0.6
CN201280055976.8,1,0.029508197,0.064516129,0,0.666666667,0.555555556,0.25,1,1,0.133333333,0,0.2,0.0625,0.095238095,0,0,1,0.222222222,0.416666667,0.6,0.714285714,1,0.069672131,0.111111111,0.333333333,0,1
CN201210263908.2,1,0.016393443,0.032258065,0.25,0.5,0.333333333,0.25,1,1,0,0,0,0.015625,0.023809524,0,0,0,0.222222222,0.5,0.8,0.928571429,0,0.040983607,0.148148148,0.333333333,0,1
CN201410338034.1,1,0.013114754,0,0.125,0.416666667,0.111111111,0.333333333,1,1,0,0,0,0,0,0,0,0,0,0.083333333,0.2,0.857142857,0,0.032786885,0.333333333,0,0.333333333,1
CN201410386682.4,1,0.014754098,0.043010753,0.25,0.333333333,0.333333333,0.083333333,1,1,0.666666667,0.2,0.4,0,0,0,0,0,0,0.083333333,0.2,0.785714286,0,0.040983607,0.222222222,0,0,0.8
CN201410427405.3,1,0.018032787,0,0,0.416666667,0.555555556,0,1,1,0.133333333,0,0,0,0,0,0,0,0,0.333333333,0.6,0.928571429,0,0.040983607,0.148148148,0,0,1
CN201410322440.9,1,0.026229508,0,0.375,0.166666667,0.222222222,0,1,1,0.066666667,0,0.2,0,0,0,0,0,0,0.083333333,0.2,0.928571429,0,0.040983607,0.037037037,0,0,1
CN201410147858.0,1,0.019672131,0,0,0.5,0.666666667,0,1,1,0.066666667,0,0,0,0,0,0,0,0,0.083333333,0.2,1,0,0.040983607,0,0,0.333333333,1
CN201310664352.2,1,0.014754098,0.010752688,0.25,0.083333333,0.111111111,0,1,1,0.133333333,0.2,0.2,0,0,0,0,0,0,0.333333333,0.8,0.714285714,0,0.032786885,0,0,0.333333333,1
CN201430008776.9,1,0.008196721,0.064516129,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0,0.074074074,0,0,1
CN201720519604.6,0,0.008196721,0.010752688,0,0,0,0,0.5,0,0.066666667,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.020491803,0,0,0,0.6
CN201720642492.3,0,0.008196721,0.010752688,0,0,0,0,0.5,0,0.066666667,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.020491803,0,0,0,0.6
CN201720911925.0,0,0.008196721,0.021505376,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.008196721,0.074074074,0,0,1
CN201720851472.7,0,0.008196721,0.010752688,0,0,0,0,0.5,0,0.2,0,0.2,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.024590164,0.222222222,0,0,1
CN201820374338.7,0,0.009836066,0.053763441,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.357142857,0,0.008196721,0.185185185,0.333333333,0.333333333,1
CN201720914940.0,0,0.009836066,0.043010753,0,0,0,0,0.5,0,0.133333333,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.020491803,0,0,0,0.6
CN201720185883.7,0,0.006557377,0.010752688,0,0,0,0,0.5,0,0.133333333,0.4,0.4,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.020491803,0.037037037,0,0,1
CN201721690598.7,0,0.009836066,0.021505376,0,0,0,0,0.5,0,0.2,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.028688525,0,0,0,1
CN201721637234.2,0,0.008196721,0.021505376,0,0,0,0,0.5,0,0.133333333,0.2,0.2,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.020491803,0.148148148,0,0,1
CN201720845958.X,0,0.014754098,0.053763441,0,0,0,0,0.5,0,0.066666667,0.2,0.2,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.040983607,0.111111111,0,0,0.8
CN201720500264.2,0,0.014754098,0.064516129,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.040983607,0.111111111,0,0,0.8
CN201820236278.2,0,0.009836066,0.053763441,0,0,0,0,0.5,0,0.066666667,0.2,0.2,0,0,0,0,0,0.111111111,0.083333333,0,0.357142857,0,0.028688525,0.074074074,0,0,1
CN201820246966.7,0,0.008196721,0.021505376,0,0,0,0,0.5,0,0.133333333,0.2,0.2,0,0,0,0,0,0.111111111,0.083333333,0,0.357142857,0,0.012295082,0.074074074,0,0,1
CN201820246960.X,0,0.008196721,0.010752688,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.357142857,0,0.020491803,0.074074074,0,0,1
CN201720722888.9,0,0.008196721,0.010752688,0,0,0,0,0.5,0,0.066666667,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.024590164,0.296296296,0,0,0.8
CN201721883523.0,0,0.006557377,0.010752688,0,0,0,0,0.5,0,0.266666667,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.012295082,0.037037037,0,0,1
CN201721819627.5,0,0.006557377,0.021505376,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.016393443,0,0,0,1
CN201721522754.9,0,0.009836066,0.032258065,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.024590164,0.074074074,0,0,1
CN201721909947.X,0,0.009836066,0.021505376,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.024590164,0.037037037,0,0,1
CN201721868446.1,0,0.008196721,0.021505376,0,0,0,0,0.5,0,0.2,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.032786885,0.148148148,0,0,1
CN201721552561.8,0,0.008196721,0.010752688,0,0,0,0,0.5,0,0.2,0.2,0.2,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.020491803,0,0,0,1
CN201820090898.X,0,0.009836066,0.021505376,0,0,0,0,0.5,0,0.133333333,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.357142857,0,0.028688525,0,0,0,1
CN201721552565.6,0,0.008196721,0.010752688,0,0,0,0,0.5,0,0.2,0.2,0.2,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.016393443,0,0,0,1
CN201721223663.5,0,0.029508197,0.11827957,0,0,0,0,0.5,0,0.066666667,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.028688525,0.037037037,0,0,1
CN201721883545.7,0,0.006557377,0.010752688,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.016393443,0,0,0,1
CN201721217138.2,0,0.013114754,0.043010753,0,0,0,0,0.5,0,0.066666667,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.040983607,0,0,0,1
CN201721853037.4,0,0.008196721,0.021505376,0,0,0,0,0.5,0,0.066666667,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.020491803,0.037037037,0,0,1
CN201721849624.6,0,0.009836066,0.010752688,0,0,0,0,0.5,0,0.2,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.024590164,0.185185185,0,0,1
CN201721604390.9,0,0.009836066,0.021505376,0,0,0,0,0.5,0,0.133333333,0.2,0.2,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.024590164,0,0,0,1
CN201721594674.4,0,0.009836066,0.021505376,0,0,0,0,0.5,0,0.066666667,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.024590164,0,0,0,1
CN201820252587.9,0,0.006557377,0.021505376,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.357142857,0,0.016393443,0,0,0,1
CN201820010551.X,0,0.009836066,0.032258065,0,0,0,0,0.5,0,0.066666667,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.357142857,0,0.008196721,0.222222222,0,0,0.8
CN201721702107.6,0,0.008196721,0.010752688,0,0,0,0,0.5,0,0.066666667,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.012295082,0.111111111,0,0,1
CN201721879432.X,0,0.006557377,0.010752688,0,0,0,0,0.5,0,0.066666667,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.016393443,0.037037037,0,0,1
CN201721692603.8,0,0.009836066,0.021505376,0,0,0,0,0.5,0,0.133333333,0,0.2,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.024590164,0,0,0,1
CN201721803225.6,0,0.01147541,0.032258065,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.016393443,0.148148148,0,0,1
CN201721602307.4,0,0.01147541,0.032258065,0,0,0,0,0.5,0,0.2,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.024590164,0,0,0,1
CN201721789640.0,0,0.008196721,0.021505376,0,0,0,0,0.5,0,0.066666667,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.028688525,0.185185185,0,0,1
CN201721788958.7,0,0.009836066,0.032258065,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.032786885,0.185185185,0,0,1
CN201721709567.1,0,0.009836066,0.021505376,0,0,0,0,0.5,0,0.066666667,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.028688525,0.111111111,0,0,1
CN201721788960.4,0,0.01147541,0.032258065,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.028688525,0.148148148,0,0,1
CN201721638033.4,0,0.008196721,0.032258065,0,0,0,0,0.5,0,0.066666667,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.024590164,0.148148148,0,0,1
CN201720673676.6,0,0.01147541,0.010752688,0,0,0,0,0.5,0,0.066666667,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.016393443,0,0,0,1
CN201721629133.0,0,0.008196721,0.010752688,0,0,0,0,0.5,0,0.2,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.020491803,0.074074074,0,0,0.6
CN201721143738.9,0,0.01147541,0.043010753,0,0,0,0,0.5,0,0.066666667,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.024590164,0.074074074,0,0,1
CN201721637231.9,0,0.008196721,0.032258065,0,0,0,0,0.5,0,0.133333333,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.020491803,0.148148148,0,0,1
CN201721426719.7,0,0.009836066,0.043010753,0,0,0,0,0.5,0,0.066666667,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.020491803,0.037037037,0,0,0.6
CN201721548023.1,0,0.018032787,0.075268817,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.032786885,0,0,0,1
CN201721548106.0,0,0.016393443,0.064516129,0,0,0,0,0.5,0,0.333333333,0.2,0.2,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.024590164,0,0,0,1
CN201721548001.5,0,0.013114754,0.043010753,0,0,0,0,0.5,0,0.2,0.2,0.2,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.028688525,0,0,0,1
CN201721636680.1,0,0.008196721,0.021505376,0,0,0,0,0.5,0,0.2,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.016393443,0.148148148,0,0,1
CN201721410243.8,0,0.008196721,0.032258065,0,0,0,0,0.5,0,0.2,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.016393443,0,0,0,0.8
CN201721460091.2,0,0.006557377,0.010752688,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.024590164,0,0.333333333,0.333333333,1
CN201820253353.6,0,0.008196721,0.010752688,0,0,0,0,0.5,0,0.066666667,0,0.2,0,0,0,0,0,0,0,0,0.357142857,0,0.024590164,0,0,0,1
CN201721467871.X,0,0.008196721,0.021505376,0,0,0,0,0.5,0,0.2,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.016393443,0,0.333333333,0.333333333,1
CN201721552183.3,0,0.006557377,0.010752688,0,0,0,0,0.5,0,0.333333333,0.2,0.2,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.016393443,0,0,0,1
CN201721552196.0,0,0.008196721,0.021505376,0,0,0,0,0.5,0,0.133333333,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.020491803,0,0,0,1
CN201721484735.1,0,0.013114754,0.053763441,0,0,0,0,0.5,0,0.066666667,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.020491803,0,0,0,1
CN201721368283.0,0,0.006557377,0.021505376,0,0,0,0,0.5,0,0.266666667,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.020491803,0.148148148,0,0,1
CN201721347693.7,0,0.006557377,0.010752688,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.016393443,0.037037037,0,0,1
CN201721458522.1,0,0.009836066,0.043010753,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.020491803,0,0.333333333,0.333333333,1
CN201721080701.6,0,0.009836066,0.032258065,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.028688525,0,0,0,0.6
CN201721033513.8,0,0.008196721,0.021505376,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.020491803,0.148148148,0,0,0.6
CN201721310927.0,0,0.009836066,0.043010753,0,0,0,0,0.5,0,0.2,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.028688525,0,0,0,0.6
CN201721324793.8,0,0.009836066,0.043010753,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.020491803,0,0,0,1
CN201720948835.9,0,0.01147541,0.032258065,0,0,0,0,0.5,0,0.066666667,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.040983607,0.037037037,0,0,1
CN201721357663.4,0,0.008196721,0.010752688,0,0,0,0,0.5,0,0.066666667,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.040983607,0,0,0,1
CN201721286866.9,0,0.009836066,0.032258065,0,0,0,0,0.5,0,0.133333333,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.016393443,0,0,0,0.8
CN201720960664.1,0,0.013114754,0.053763441,0,0,0,0,0.5,0,0.133333333,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.032786885,0.111111111,0,0,1
CN201721173160.1,0,0.01147541,0.053763441,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,1,0.024590164,0,0,0,1
CN201721164332.9,0,0.01147541,0.043010753,0,0,0,0,0.5,0,0.133333333,0.2,0.2,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.020491803,0.259259259,0,0,1
CN201721234296.9,0,0.008196721,0.010752688,0,0,0,0,0.5,0,0.133333333,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.020491803,0,0,0,1
CN201720970557.7,0,0.009836066,0.043010753,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.012295082,0.185185185,0,0,1
CN201720969525.5,0,0.01147541,0.043010753,0,0,0,0,0.5,0,0.066666667,0.2,0.2,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.020491803,0.185185185,0,0,1
CN201720960682.X,0,0.009836066,0.021505376,0,0,0,0,0.5,0,0.066666667,0.2,0.2,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.032786885,0.111111111,0,0,1
CN201721187237.0,0,0.01147541,0.021505376,0,0,0,0,0.5,0,0.066666667,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.028688525,0.037037037,0,0,1
CN201721099843.7,0,0.014754098,0.053763441,0,0,0,0,0.5,0,0.2,0,0,0,0,0,0,0,0.111111111,0.083333333,0,0.285714286,0,0.024590164,0.148148148,0,0,1
